title,subject,year_group,key_stage,unit,learning_objective,oak_url
A school exchange: 'on' meaning 'we',French,Year 8,ks3,,I can recognise when the pronoun 'on' means 'people in general' or 'we' in informal conversations.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/school-life-ir-verbs-in-the-present-uses-of-vous-and-on/lessons/a-school-exchange-on-meaning-we
A school exchange: formal 'you' and informal plural 'vous',French,Year 8,ks3,,I can use the pronoun 'vous' to talk to one person in a formal situation.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/school-life-ir-verbs-in-the-present-uses-of-vous-and-on/lessons/a-school-exchange-formal-you-and-informal-plural-vous
A school exchange: more practice with plural -IR verbs,French,Year 8,ks3,,I can use the 3rd person singular and plural of -IR verbs like 'sortir' and 'venir' to talk about and understand what other people do on a trip.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/school-life-ir-verbs-in-the-present-uses-of-vous-and-on/lessons/a-school-exchange-more-practice-with-plural-ir-verbs
"A school exchange: plural verbs like 'sortir' and 'venir', 'sans' + infinitive",French,Year 8,ks3,,I can use my knowledge of the plural forms of -IR verbs like 'sortir' and 'venir' to understand information about a school exchange.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/school-life-ir-verbs-in-the-present-uses-of-vous-and-on/lessons/a-school-exchange-plural-verbs-like-sortir-and-venir-sans-plus-infinitive
A school trip: -re verbs like 'entendre' 1st and 2nd persons plural,French,Year 8,ks3,,I can use verbs like 'entendre' in the 1st and 2nd persons plural to describe a school trip.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/language-learning-plural-re-verbs-in-the-present/lessons/a-school-trip-re-verbs-like-entendre-1st-and-2nd-persons-plural
"A school trip: -re verbs like 'entendre' 3rd person plural, intonation questions",French,Year 8,ks3,,I can use verbs like 'entendre' in the 3rd persons plural and ask intonation questions about a school trip.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/language-learning-plural-re-verbs-in-the-present/lessons/a-school-trip-re-verbs-like-entendre-3rd-person-plural-intonation-questions
"A typical day: partitive, liaison, perfect tense questions",French,Year 8,ks3,,I can ask and answer 'est-ce que' questions in the perfect tense to describe daily life.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/everyday-activities-preposition-de-partitive-frequent-ir-and-re-verbs/lessons/a-typical-day-partitive-liaison-perfect-tense-questions
"A typical day: perfect tense, 'jouer', 'faire', jobs",French,Year 8,ks3,,I can use a range of vocabulary and structures including the perfect tense in the context of a school day.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/everyday-activities-preposition-de-partitive-frequent-ir-and-re-verbs/lessons/a-typical-day-perfect-tense-jouer-faire-jobs
Astronauts and French cuisine: extended reading,French,Year 8,ks3,,I can apply my knowledge of vocabulary and grammar to understand an extended text.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/past-experiences-er-verbs-in-the-present-and-past/lessons/astronauts-and-french-cuisine-extended-reading
Astronauts and French cuisine: writing an article,French,Year 8,ks3,,I can apply my knowledge of vocabulary and grammar from an extended text to write a related article or interview.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/past-experiences-er-verbs-in-the-present-and-past/lessons/astronauts-and-french-cuisine-writing-an-article
Brussels: perfect tense -er verbs 1st and 2nd persons singular,French,Year 8,ks3,,I can use the perfect tense with regular -er verbs in the 'je' and 'tu' forms to talk about what I and you did.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/past-experiences-er-verbs-in-the-present-and-past/lessons/brussels-perfect-tense-er-verbs-1st-and-2nd-persons-singular
Brussels: perfect tense intonation questions,French,Year 8,ks3,,"I can use the perfect tense to form intonation questions with 'ce, cet, cette and ces'",https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/past-experiences-er-verbs-in-the-present-and-past/lessons/brussels-perfect-tense-intonation-questions
Celebrations: information questions with question word + 'est-ce que',French,Year 8,ks3,,I can form information questions using question words and 'est-ce que'.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/celebrations-and-festivals-numbers-dates-on-in-present-tense/lessons/celebrations-information-questions-with-question-word-plus-est-ce-que
Celebrations: numbers 13-31,French,Year 8,ks3,,I can count up to 31 in French.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/celebrations-and-festivals-numbers-dates-on-in-present-tense/lessons/celebrations-numbers-13-31
Challenges with a new language: plural -re verbs like 'lire',French,Year 8,ks3,,I can use verbs like 'lire' in all forms of the present tense to talk about a school trip.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/language-learning-plural-re-verbs-in-the-present/lessons/challenges-with-a-new-language-plural-re-verbs-like-lire
"Clean up: -re verbs, adjectives",French,Year 8,ks3,,I can use adjectives and a range of -re verbs in French in the context of cleaning up and looking after the environment.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/the-environment-re-verbs-in-the-present-adjectives/lessons/clean-up-re-verbs-adjectives
Communications: singular -re verbs like 'entendre',French,Year 8,ks3,,"I can use verbs like 'entendre' in the present tense singular, including with inversion questions.",https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/language-learning-plural-re-verbs-in-the-present/lessons/communications-singular-re-verbs-like-entendre
"Comparisons: 'plus…que', moins…que', 'aussi…que'",French,Year 8,ks3,,I can compare people or things using three different comparative adjectives with 'que'.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/friends-and-family-comparison-with-adjectives-and-adverbs/lessons/comparisons-plus-que-moins-que-aussi-que
Descriptions with multiple adjectives,French,Year 8,ks3,,I can use multiple adjectives in a sentence to describe photos.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/in-the-news-plural-adjectives/lessons/descriptions-with-multiple-adjectives
"Eco-friendly options: -ir verbs, comparatives",French,Year 8,ks3,,"I can use comparative structures with adjectives and adverbs, and a variety of -ir verbs, in the context of nature and eco-friendly holiday options.",https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/the-environment-re-verbs-in-the-present-adjectives/lessons/eco-friendly-options-ir-verbs-comparatives
Every week and this weekend: more practice with plural verbs like 'choisir',French,Year 8,ks3,,I can use the plural forms of verbs like 'choisir' to discuss what I and other people do this weekend and every weekend.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/school-life-ir-verbs-in-the-present-uses-of-vous-and-on/lessons/every-week-and-this-weekend-more-practice-with-plural-verbs-like-choisir
"Every week and this weekend: present tense with future meaning, 'choisir' verbs",French,Year 8,ks3,,I can use the present tense with adverbs of time to describe what I am going to do this week and what I do every week.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/school-life-ir-verbs-in-the-present-uses-of-vous-and-on/lessons/every-week-and-this-weekend-present-tense-with-future-meaning-choisir-verbs
Fire at the zoo! Plural adjectives,French,Year 8,ks3,,I can confidently use masculine plural nouns and plural adjectives to describe a day in the life of a journalist.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/in-the-news-plural-adjectives/lessons/fire-at-the-zoo-plural-adjectives
"Food and drink: 'boire' singular, write about own eating routines",French,Year 8,ks3,,"I can use the irregular verb 'boire', partitive articles and negation to describe my eating and drinking habits.",https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/everyday-activities-preposition-de-partitive-frequent-ir-and-re-verbs/lessons/food-and-drink-boire-singular-write-about-own-eating-routines
Food and drink: definite and partitive articles,French,Year 8,ks3,,I can use articles with specified and unspecified quantities to describe everyday life.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/everyday-activities-preposition-de-partitive-frequent-ir-and-re-verbs/lessons/food-and-drink-definite-and-partitive-articles
"Food shopping: partitive articles 'du, de la, de l', des'",French,Year 8,ks3,,I can describe what I buy and eat using the partitive and indefinite articles.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/everyday-activities-preposition-de-partitive-frequent-ir-and-re-verbs/lessons/food-shopping-partitive-articles-du-de-la-de-l-des
Geneva: 'il y a' and 'il y avait',French,Year 8,ks3,,I can use 'il y a' and 'il y avait' in French to express what there is/are or what there was/were on holiday.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/past-experiences-er-verbs-in-the-present-and-past/lessons/geneva-il-y-a-and-il-y-avait
Geneva: perfect tense intonation and 'est-ce' que questions,French,Year 8,ks3,,I can form intonation and 'est-ce que' questions in the perfect tense to discuss past holiday activities.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/past-experiences-er-verbs-in-the-present-and-past/lessons/geneva-perfect-tense-intonation-and-est-ce-que-questions
Good and bad experiences: feminine adjective agreement,French,Year 8,ks3,,"I know how to make adjectives feminine, in order to accurately describe and compare masculine and feminine nouns.",https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/friends-and-family-comparison-with-adjectives-and-adverbs/lessons/good-and-bad-experiences-feminine-adjective-agreement
"Having breakfast: perfect tense 'prendre' verbs, 'déjà' and 'ne…pas encore'",French,Year 8,ks3,,I can use the verb 'prendre' in the perfect tense to say what I had for breakfast.,https://www.thenational.academy/teachers/programmes/french-secondary-ks3/units/past-events-the-perfect-tense-questions/lessons/having-breakfast-perfect-tense-prendre-verbs-deja-and-ne-pas-encore
